Title,Time_Created,Category,Teaser
HSR deferment was agreed by both governments: Azmin,2018-10-23 18:08:00,Government or Public Policy," The deferment of Kuala Lumpur-Singapore High Speed Rail (HSR) was unanimously agreed between two governments Malaysia and Singapore, said Economic Affairs minister Datuk Seri Mohamed Azmin Ali."
Govt to introduce National Halal Council Act in 2019,2018-10-23 17:59:00,Government or Public Policy," The government will introduce a national halal council act by early next year at the latest, according to Deputy Minister in the Prime Minister’s Department (Religious Affairs) Fuziah Salleh."
Establish Parliament as a commission - Nurul Izzah,2018-10-23 12:10:00,Government or Public Policy, A proposal for the institution of parliament to be established as a commission was brought up by Permatang Pauh MP Nurul Izzah Anwar yesterday (Oct 22).
76 percent of 1.1 million police and public servants gets less than RM5k a month: Law Minister,2018-10-22 17:27:00,Government or Public Policy," Around 76 percent of over 1.1 million police personnel and public servants are paid less than RM5,000 a month, revealed Datuk Liew Vui Keong."
Azlan says willing to work with Shahidan to strengthen Perlis Umno,2021-04-27 10:32:00,Politics," Newly-appointed Perlis Umno liaison Committee Chairman, Datuk Seri Azlan Man said he does not possess ""vindictive DNA"" to seek revenge against his political enemies, including that within Umno."
Umno urges for Parliament to reconvene,2021-04-25 21:12:00,Politics," The Umno supreme council has urged for Parliament to reconvene, in line with the Yang di-Pertuan Agong’s decree that the august house can sit during the emergency."
STAR's Jeffrey to defend Keningau parliamentary seat in GE15,2021-04-25 21:03:00,Politics, Parti Solidariti Tanah Airku (STAR) president Datuk Seri Dr Jeffrey Kitingan will defend his Keningau parliamentary seat in the 15th General Election (GE15).
Arau Umno division members unhappy over Azlan's appointment,2021-04-25 18:18:00,Politics, Perlis Menteri Besar Datuk Seri Azlan Man’s appointment as the new state Umno chief did not sit well with Arau division members who described him as “difficult to work with”.
Shahidan accepts decision to drop him as Umno's Perlis chief,2021-04-25 10:39:00,Politics, Datuk Seri Shahidan Kassim has accepted UMNO's decision to drop him as Perlis Umno Liaison Committee chairman.
"Tambunan will remain PBS' political base, says Ongkili",2021-04-24 17:24:00,Politics," Tambunan, which has been the political heart of Parti Bersatu Sabah (PBS) since its inception will continue to remain as the party’s political base."
"Umno meeting tomorrow to discuss party election, GE15",2021-04-24 16:57:00,Politics, The Umno Supreme Council meeting tomorrow will not discuss action against the party president as widely speculated in the mass and social media.
Umno removes Shahidan Kassim as Perlis party chief,2021-04-24 16:31:00,Politics," Umno veteran Datuk Seri Shahidan Kassim has been removed as the party’s Perlis liaison committee chief, the party announced today."
Bersatu Pahang prepares two scenarios to face GE15,2021-04-23 12:47:00,Politics, Pahang Parti Pribumi Bersatu Malaysia (Bersatu) has identified potential candidates to contest the state constituencies here in the 15th General Election (GE15) if Umno decides to go solo.
Dewan Ulama: Pas ready to mediate Umno-Bersatu dispute,2021-04-21 21:28:00,Politics, Pas is ready to be the mediator to resolve the dispute between Umno and Parti Pribumi Bersatu Malaysia (Bersatu) before the 15th general election (GE15) for the sake of the country's administration.
My heart is in Port Dickson - Anwar,2021-04-20 17:34:00,Politics, Datuk Seri Anwar Ibrahim said he was comfortable in this seaside Parliamentary constituency since his election two years ago.
'Tamat Darurat' committee submits memo asking for King to end Emergency,2021-04-20 16:30:00,Politics, Members of the ‘Tamat Darurat’ committee today handed over a memorandum asking for Yang di-Pertuan Agong Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah to end the ongoing State of Emergency.
'Up to party to decide whether I should defend Permatang Pauh seat',2021-04-19 18:07:00,Politics, Permatang Pauh member of Parliament Nurul Izzah Anwar said the decision whether she will defend her seat in the 15th General Election (GE15) will be made by the party leadership.
MCA refuses to be drawn into any Umno 3.0 polemics,2021-04-18 20:41:00,Politics," MCA refuses to be drawn into any polemics raised from hypotheses and political theories, including the existence of Umno 3.0."
Youth wings call for Ramadan political ceasefire,2021-04-17 22:12:00,Politics, Youth delegates of various parties today called for a political ceasefire among Malay leaders during Ramadan to ensure unity among the country’s largest community.
Gerakan dares DAP to contest in Malay majority seats in GE15,2021-04-17 16:09:00,Politics, Gerakan has challenged the DAP to contest in all Malay majority seats in the 15th General Election (GE15) to prove the party’s struggle is not based on race-based issues.
GE15: Pas suspends seat distribution discussions with Umno,2021-04-16 12:38:00,Politics," Pas has decided to temporarily postpone discussions on seat distribution for the next general election (GE15) with Umno, said party president Datuk Seri Abdul Hadi Awang."
Kit Siang to contest in DAP CEC polls,2021-04-15 16:24:00,Politics, DAP veteran Lim Kit Siang said he will contest in the upcoming party Central Executive Committee (CEC) election scheduled in June.
"Analysts: DAP needs to reinvent image, move forward to survive",2021-04-15 09:25:00,Politics," It is time for some DAP leaders to accept the current reality that it cannot survive for long before a multiracial electorate by being fixated on the “Chinese spectrum”, political analysts said."
Hisham calls for end of infighting in Umno,2021-04-13 09:01:00,Politics," Sembrong Umno division chief Datuk Seri Hishammuddin Hussein has urged all quarters to stop pitting leaders against each other and creating camps within Umno, and instead focus on maintaining party stability."
"More than 7,000 Muslims join rebranded multinational Upko party",2021-04-12 12:35:00,Politics," United Progressive Kinabalu Organisation (Upko) made history when it received 7,219 new members from the Muslim community here."
Anthony Loke remains Negri Sembilan DAP chairman,2021-04-12 09:50:00,Politics," Seremban Member of Parliament, Anthony Loke Siew Fook retained his post as Negri Sembilan DAP chairman following the 2021 state committee election held during its 19th convention on Sunday."
Terengganu Pas threatens to contest all state seats if Umno refuses to cooperate,2021-04-11 21:07:00,Politics," Terengganu Pas has threatened to nominate candidates for all 32 state assembly seats in the East Coast state, in the event the state Umno refuses to cooperate for the 15th General Election (GE15)."
