Title,Time_Created,Category,Teaser
"2020 Budget: #MalaysiaKerja initiative to provide jobs for youth, women [NSTTV]","Oct 11, 2019 @ 5:54pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will launch the Malaysians@Work or #MalaysiaKerja initiative with an allocation of RM6.5 billion to provide better job opportunities for youth and women.
2020 Budget: 5G Ecosystem Development grant to encourage technological innovation,"Oct 11, 2019 @ 5:48pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will introduce a 5G Ecosystem Development grant worth RM5 million to encourage technological innovation in the country.
Finance Ministry: Overall gross exports to expand 1 per cent in 2020,"Oct 11, 2019 @ 5:39pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: In 2020, overall gross exports are expected to expand 1 per cent from an anticipated improvement in global trade activities and an uptick in the electrical and electronics (E&E) cycle, said the Finance Ministry."
"Finance Ministry: Economic growth to remain steady in 2019, 2020","Oct 11, 2019 @ 5:25pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Malaysia’s growth momentum in 2019 and 2020 is expected to remain steady, backed by strong fundamentals and a diversified economic structure despite heightening external uncertainties."
Finance Ministry: Govt to raise gross borrowings of RM135.2 billion in 2019,"Oct 11, 2019 @ 5:15pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is expected to raise gross borrowings of RM135.2 billion or 8.9 per cent of Gross Domestic Product (GDP) in 2019, the Finance Ministry said today."
Finance Ministry: Inflation likely to expand 2 pct next year,"Oct 11, 2019 @ 5:09pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Inflation is projected to expand two per cent in 2020 mainly due to the expected introduction of targeted fuel subsidy.
Guan Eng: Policy flexibility vital to ensure domestic growth,"Oct 11, 2019 @ 4:59pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Finance Minister Lim Guan Eng opined that policy flexibility is crucial for the government to ensure domestic growth will remain robust to continue raising the people’s living standards.
Dewan Rakyat approves Food Donors Protection Bill,"Oct 9, 2019 @ 10:59pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Dewan Rakyat today approved the Food Donors Protection Bill 2019, aimed at encouraging the public to donate food without fear of being sued while supporting the government's Food Bank Programme."
IPCMC bill to be referred to Parliament Special Select Committee,"Oct 7, 2019 @ 9:34pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Dewan Rakyat has refered the Independent Police Complaints and Misconduct Commission (IPCMC) bill to the Parliamentary Special Select Committee after its second reading.
"Govt mulls MPI use for better picture on poverty, says Dr M","Oct 7, 2019 @ 4:02pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will look into adopting the Multi-dimensional Poverty Index (MPI) for a more accurate picture on poverty in Malaysia, Prime Minister Tun Dr Mahathir Mohamad said today."
"Msia to roll out Gender Mainstreaming Framework soon, says DPM","Sep 27, 2019 @ 2:01pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: The Women, Family and Community Development Ministry has completed its Gender Mainstreaming Framework to be recommended for adoption by all ministries and government agencies."
Government to draft plans to tackle haze,"Sep 26, 2019 @ 7:43pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government is in the process of drafting mid and long-term plans to address the haze problem in the country.
Najib catches conjunctivitis again; trial postponed,"Sep 11, 2019 @ 11:08am",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Datuk Seri Najib Razak has called in sick today, causing his 1Malaysia Development Bhd (1MDB) trial to be postponed."
Govt drafting National Human Resources Blueprint,"Sep 10, 2019 @ 5:54pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Malaysia’s National Human Resources Blueprint (NHRB) is being drafted to analyse employment changes, human capital development and opportunities to spur the economy."
"Sabah Temporary Pass to replace IMM13, Kad Burung Burung, Census cert next year","Sep 6, 2019 @ 11:09pm",GOVERNMENT / PUBLIC POLICY,"KOTA KINABALU: The state government will issue Sabah Temporary Pass (PSS) to better manage foreign nationals residing in the state, starting June 1 next year."
"Govt approves RM21.6 billion plan that gives urban, rural folk equal access to Internet","Aug 28, 2019 @ 4:14pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Cabinet has approved the implementation of a RM21.6 billion national connectivity plan that gives both the urban and rural population equal access to the Internet in an effort to reduce the digital divide.
Govt still considering proposal by Maju Holdings to take over PLUS highway,"Aug 22, 2019 @ 9:03pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government is still considering a proposal by Maju Holdings Sdn Bhd to take over PLUS Malaysia Sdn Bhd's (PLUS) highway.
"No cabinet reshuffle, maybe changes in portfolio, says Dr M","Aug 22, 2019 @ 6:56pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Prime Minister Tun Dr Mahathir Mohamad has denied rumours of Cabinet reshuffle, but said there may be changes in portfolios involving several ministers."
Cabinet approves khat lessons in Year 4 BM syllabus next year,"Aug 8, 2019 @ 7:29pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Cabinet has given the greenlight for the Education Ministry to introduce ‘khat’ in the Year Four Bahasa Melayu syllabus next year.
PKR senator: Law needed to 'protect men' from being seduced into committing sexual crimes,"Jul 31, 2019 @ 7:18pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Senate today heard a suggestion for a new law to be enacted to ""protect men"" with regard to sexual crimes."
PKR senator: Law needed to 'protect men' from being seduced into committing sexual crimes,"Jul 31, 2019 @ 7:18pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Senate today heard a suggestion for a new law to be enacted to ""protect men"" with regard to sexual crimes."
"Home Ministry reviews SOP for citizenship applications, says Muhyiddin","Jul 29, 2019 @ 2:25pm",GOVERNMENT / PUBLIC POLICY,"KUCHING: The Home Ministry is to review the standard operating procedure (SOP) with regard to applications for citizenship to ensure that every application is considered more carefully, fairly and in a speedy manner."
More thumbs up for lowering of voting age,"Jul 28, 2019 @ 3:54pm",GOVERNMENT / PUBLIC POLICY,KOTA BARU: The lowering of the voting age from 21 to 18 years has certainly hit the “sweet spot”.
Dewan Negara passes amendment bill to lower voting age to 18,"Jul 25, 2019 @ 9:29pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Ten days after the Constitution (Amendment) Bill 2019 to lower the voting age was passed at the Dewan Rakyat, the amendment was approved by the Dewan Negara today with a two-thirds majority."
Dewan Rakyat approves 'Vote 18',"Jul 16, 2019 @ 7:11pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Constitution (Amendment) Bill 2019 to lower the voting age to 18 was approved in the Dewan Rakyat with more than two-third majority.
Govt to come out with new fisheries policy,"Jul 16, 2019 @ 5:11pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Agriculture and Agro-based Industry Ministry will formulate a new fisheries policy to improve the living standard of the local fishing community.
"No discrepancies in state govt spending, says Terengganu MB","Jul 16, 2019 @ 2:43pm",GOVERNMENT / PUBLIC POLICY,"KUALA TERENGGANU: The federal government still owes the state government RM1.651 billion, which includes repayment for the construction of the East Coast Highway 2 (LPT 2) totalling RM1.431 billion and the Special Fund (Dana Khas) of RM220 million, the State Assembly was told today."
Dewan Rakyat to decide on voting age today (July 16),"Jul 16, 2019 @ 12:27pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Dewan Rakyat today will decide on the proposed amendments to the Federal Constitution to allow youths in the country to vote at the age of 18.
Dr M: New law to replace Sedition Act being drafted,"Jul 11, 2019 @ 1:45pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will repeal the Sedition Act and replace it with a new law, said Prime Minister Tun Dr Mahathir Mohamad."
Opposition will vote in favour of amended voting age bill,"Jul 10, 2019 @ 6:10pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The opposition bloc will support the proposed amendment to the Federal Constitution covering the lowering of voting age from 21 to 18, automatic voter registration, and the eligible age of electoral candidates, which will be tabled at the Dewan Rakyat tomorrow."
Muhyiddin: Illegal gambling laws under review,"Jul 9, 2019 @ 10:34pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Dewan Rakyat was told that existing laws on illegal gambling are being reviewed to make it more current and effective.
Opposition to back lower voting age only if govt meets all demands,"Jul 9, 2019 @ 6:09pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The opposition parties will only back the constitutional amendment to lower the voting age from 21 to 18 if all their demands on the matter are met.
No local govt elections pending Cabinet decision,"Jul 8, 2019 @ 1:57pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Local government elections will not be held anytime soon until a Cabinet decision is reached, the Dewan Rakyat was told today."
Yeo: Govt to shut down illegal factories in Pasir Gudang,"Jul 4, 2019 @ 5:49pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: A massive sweep will be conducted within a month to shut down factories operating illegally in Pasir Gudang, Johor."
"Automatic voter registration needs further Constitution amendment, says EC chief","Jul 4, 2019 @ 1:34pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Implementing automatic voter registration (AVR) needs further amendment to the Federal Constitution, said Election Commission chief Azhar Azizan Harun."
"In blow to Singapore's expansion, Malaysia bans sea sand exports","Jul 3, 2019 @ 1:04pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Malaysia, Singapore’s biggest source for sea sand, has banned the export of the commodity, according to officials in Kuala Lumpur, a move that traders said could complicate the island-state’s ambitious expansion plans on reclaimed land."
Govt prepared to study extending industry-residential buffer zone parameters,"Jul 2, 2019 @ 5:28pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is prepared to study the recommendations that buffer zones between industrial and residential areas should be expanded from its current range of 50 and 500 metres, to one to two kilometres."
Views were sought over amendment to Peaceful Assembly Act: Muhyiddin,"Jul 1, 2019 @ 6:21pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Home Minister Tan Sri Muhyiddin Yassin said studies have been conducted from “all angles” to decriminalise street demonstrations which are now regulated under the Peaceful Assembly Act 2012.
"Asset declaration motion for MPs tabled, debated in Parliament","Jul 1, 2019 @ 3:00pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: A motion to compel all members of parliament (MPs) to declare their assets has been tabled for debate at the Dewan Rakyat here today.
Govt to table declaration of assets motion in upcoming parliament sitting,"Jun 27, 2019 @ 8:52pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: A motion warranting a mandatory declaration of assets among lawmakers from both sides of the political divide will be tabled at the upcoming parliament sitting.
Govt to table declaration of assets motion in upcoming parliament sitting,"Jun 27, 2019 @ 8:52pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: A motion warranting a mandatory declaration of assets among lawmakers from both sides of the political divide will be tabled at the upcoming parliament sitting.
Govt appoints new Naccol members to address cost of living issue,"Jun 25, 2019 @ 2:18pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Deputy Prime Minister Datuk Seri Dr Wan Azizah Wan Ismail today announced the appointment of five new members of the National Cost of Living Action Council (Naccol), which comes into effect immediately."
Kota Kinabalu studying possible ban of plastic straws,"Jun 19, 2019 @ 3:03pm",GOVERNMENT / PUBLIC POLICY,"KOTA KINABALU: Kota Kinabalu City Hall (DBKK) is studying the possibility of putting a ban on plastic straws in all eateries in the city, as implemented in Selangor."
Sim: Long-term plan for sports vital,"Jun 19, 2019 @ 8:27am",GOVERNMENT / PUBLIC POLICY,"Deputy Youth and Sports Minister Steven Sim talks about his hectic life since he assumed office, the changes he has experienced and those he hopes to make:"
Govt plans nationwide port expansion,"Jun 18, 2019 @ 8:01pm",GOVERNMENT / PUBLIC POLICY,"ISKANDAR PUTERI: The government is planning to expand port areas nationwide to meet current and future demands, said Transport Minister Anthony Loke."
Socso to extend coverage to farmers and fishermen,"Jun 18, 2019 @ 7:33pm",GOVERNMENT / PUBLIC POLICY,"MACHANG: The Human Resources Ministry plans to extend the personal and family protection scheme through Social Security Organisation (Sosco) contributions to farmers, rubber smallholders and fishermen."
KKMM to coordinate tech agencies to avoid overlapping functions,"Jun 18, 2019 @ 3:15pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Communications and Multimedia Ministry (KKMM) wants to coordinate technology and innovation related agencies in different ministries to avoid overlapping functions.
Govt studying introducing law on intrusion of privacy,"Jun 18, 2019 @ 3:06pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government is deliberating the possibility of enacting a new law relating to the intrusion of an individual’s privacy.
Cabinet approves acquisition of US drones worth RM80 million,"Jun 14, 2019 @ 9:55am",GOVERNMENT / PUBLIC POLICY,"TAIPING: Cabinet has approved the acquisition of twelve ScanEagle drones, or unmanned aerial vehicles (UAVs), from the United States, valued at almost RM80 million."
PM: Any good delivery system will fail without good users,"May 14, 2019 @ 5:51pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Any good system will fall apart if its users fail to use it properly, Prime Minister tells civil servants today."
Govt mulling corporate governance taskforce,"May 14, 2019 @ 4:13pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government is looking into establishing a taskforce to coordinate efforts to make Malaysia an excellent nation under Corporate Governance Watch (CGW).
